FECHA,Δh1,Mh1,Mv1,Delta_foF2_1,slope_foF2_1,foF2_max_SW1,foF2_min_SW1,foF2_drop_SW1,num_muestras_foF2_SW1,delta_inicio_SW1_min,delta_fin_SW1_min,extremos_validos_SW1,tiempo_real_SW1_min,Δh2,Mh2,Mv2,Delta_foF2_2,slope_foF2_2,foF2_max_SW2,foF2_min_SW2,foF2_drop_SW2,num_muestras_foF2_SW2,delta_inicio_SW2_min,delta_fin_SW2_min,extremos_validos_SW2,tiempo_real_SW2_min,Δh3,Mh3,Mv3,Delta_foF2_3,slope_foF2_3,foF2_max_SW3,foF2_min_SW3,foF2_drop_SW3,num_muestras_foF2_SW3,delta_inicio_SW3_min,delta_fin_SW3_min,extremos_validos_SW3,tiempo_real_SW3_min,F_DENSITY,Bz_mean_16_19,Bz_min_16_19,Bz_slope_16_19,E_mean_16_19,E_max_16_19,E_slope_16_19,SW_speed_mean_16_19,SW_speed_std_16_19,SW_speed_slope_16_19,Dst_mean_16_19,Dst_min_16_19,Pdyn_mean_16_19,Pdyn_max_16_19,BY_mean_16_19,Kp_last_6h_mean,Kp_last_6h_max,Kp_last_6h_sum,F10.7_Index,num_registros_16_19,num_registros_kp_13_18,TARGET,VECES_SUPERO_UMBRAL,S4_MAX,S4_MEAN,TOTAL_MEDICIONES,HORA_PICO,PRN_PICO
2013-12-31,,,,,,,,,0.0,,,False,,,,,,,,,,0.0,,,False,,,411.3,,,,11.1,,,1.0,40.00000000000007,0.0,False,,11.1,-0.5,-0.5,,-0.24,-0.24,,399.0,,,4.0,4.0,1.74,1.74,4.3,,,,154.3,1.0,0.0,1.0,12.0,0.6178,0.0684,2673.0,2013-12-31 20:17:04,G18
2014-01-01,9.299999999999956,413.9,0.2066666666666656,-0.1499999999999985,-0.0033333333333333,11.7,11.55,0.1499999999999985,4.0,0.0,4.999999999999929,True,45.0,16.0,429.9,0.5333333333333333,-0.6500000000000004,-0.0216666666666666,11.55,10.9,0.6500000000000004,3.0,4.999999999999929,-4.999999999999929,True,30.0,56.5,486.4,1.2555555555555555,-0.9000000000000004,-0.02,10.9,10.0,0.9000000000000004,4.0,-4.999999999999929,0.0,True,45.0,11.13888888888889,2.05,0.9,0.2199999999999999,-1.57,-0.99,0.0539999999999999,546.0,11.16542281629615,7.2,-17.5,-25.0,3.4599999999999995,3.78,3.5250000000000004,30.0,30.0,180.0,154.3,4.0,6.0,1.0,26.0,0.7376,0.085,2679.0,2014-01-01 22:57:04,G14
2014-01-02,-30.5,400.0,-0.6777777777777778,-0.8000000000000007,-0.0177777777777777,12.4,11.6,0.8000000000000007,4.0,0.0,4.999999999999929,True,45.0,14.399999999999975,395.5,0.4799999999999992,0.0999999999999996,0.0033333333333333,12.0,11.6,0.4000000000000003,3.0,4.999999999999929,-4.999999999999929,True,30.0,48.5,432.4,1.0777777777777775,-0.5,-0.0111111111111111,11.7,9.3,2.3999999999999986,4.0,-4.999999999999929,0.0,True,45.0,11.566666666666666,5.551115123125783e-17,-1.7,-0.8,-0.2525,0.8,0.483,619.75,4.924428900898052,-2.1,-13.25,-16.0,2.785,3.05,1.4500000000000002,33.0,43.0,198.0,155.2,4.0,6.0,1.0,2.0,0.5097,0.0557,2684.0,2014-01-02 19:25:04,G14
2014-01-03,14.0,402.2,0.3111111111111111,-0.2999999999999989,-0.0066666666666666,11.6,11.1,0.5,4.0,0.0,4.999999999999929,True,45.0,36.10000000000002,438.3,1.203333333333334,-0.1000000000000014,-0.0033333333333333,11.3,11.0,0.3000000000000007,3.0,4.999999999999929,-4.999999999999929,True,30.0,21.80000000000001,461.4,0.4844444444444447,-1.799999999999999,-0.0399999999999999,11.2,9.4,1.799999999999999,4.0,-4.999999999999929,0.0,True,45.0,10.944444444444445,0.55,-0.3,0.34,-0.3025,0.1,-0.127,491.25,14.795832746644123,-11.3,-19.5,-24.0,0.9075,1.17,0.325,18.5,27.0,111.0,176.3,4.0,6.0,1.0,7.0,0.5732,0.0733,2689.0,2014-01-03 21:27:04,G22
2014-01-04,9.699999999999989,290.2,0.2155555555555553,0.0999999999999996,0.0022222222222222,8.0,6.4,1.5999999999999996,4.0,0.0,4.999999999999929,True,45.0,29.0,345.6,0.9666666666666668,1.3000000000000007,0.0433333333333333,11.2,8.0,3.2,3.0,4.999999999999929,-4.999999999999929,True,30.0,42.0,361.2,0.9333333333333332,0.0,0.0,9.3,7.1,2.200000000000001,4.0,-4.999999999999929,0.0,True,45.0,8.255555555555555,1.025,0.8,0.07,-0.75,-0.74,-0.008,485.0,12.138094304022085,-8.2,-11.25,-14.0,1.3,1.36,2.025,16.5,20.0,99.0,253.3,4.0,6.0,1.0,14.0,0.8504,0.0647,2692.0,2014-01-04 19:58:04,G18
2014-01-05,-28.100000000000023,326.0,-0.6244444444444449,-2.2,-0.0488888888888888,9.7,6.5,3.2,4.0,0.0,4.999999999999929,True,45.0,-31.399999999999977,298.8,-1.046666666666666,-1.7000000000000002,-0.0566666666666666,7.5,5.8,1.7000000000000002,3.0,4.999999999999929,-4.999999999999929,True,30.0,84.0,350.5,1.8666666666666667,1.4000000000000004,0.0311111111111111,7.2,5.8,1.4000000000000004,4.0,-4.999999999999929,0.0,True,45.0,7.288888888888888,0.5,-0.3,0.52,-0.415,-0.12,-0.16,403.25,4.99165971062398,1.9,-8.25,-10.0,0.7,0.75,1.9,1.5,3.0,9.0,210.3,4.0,6.0,1.0,9.0,0.4597,0.0667,2697.0,2014-01-05 22:23:04,G16
2014-01-06,-5.699999999999989,364.7,-0.1266666666666664,-0.1999999999999993,-0.0044444444444444,11.1,10.9,0.1999999999999993,4.0,0.0,4.999999999999929,True,45.0,6.0,365.0,0.2,-0.0999999999999996,-0.0033333333333333,10.9,10.8,0.0999999999999996,3.0,4.999999999999929,-4.999999999999929,True,30.0,36.60000000000002,401.6,0.8133333333333338,-0.6000000000000014,-0.0133333333333333,10.8,9.5,1.3000000000000007,4.0,-4.999999999999929,0.0,True,45.0,10.644444444444446,-1.5,-2.3,-0.1,0.5225,0.74,-0.015,354.5,3.872983346207417,2.4,-9.5,-10.0,0.7150000000000001,0.78,-0.15,13.0,13.0,78.0,197.2,4.0,6.0,1.0,1.0,0.4479,0.0562,2707.0,2014-01-06 21:00:04,G20
2014-01-07,17.69999999999999,431.8,0.3933333333333331,-0.4000000000000003,-0.0088888888888888,10.1,9.6,0.5,4.0,0.0,4.999999999999929,True,45.0,20.100000000000023,447.0,0.6700000000000007,-0.2999999999999989,-0.0099999999999999,9.6,9.3,0.2999999999999989,3.0,4.999999999999929,-4.999999999999929,True,30.0,-34.30000000000001,453.1,-0.7622222222222225,-2.000000000000001,-0.0444444444444444,9.3,7.3,2.000000000000001,4.0,-4.999999999999929,0.0,True,45.0,9.18888888888889,-2.525,-3.1,-0.4699999999999999,0.7325,1.01,0.247,377.0,3.4641016151377544,-2.4,1.25,-1.0,2.7275,3.14,1.475,25.0,27.0,150.0,229.3,4.0,6.0,1.0,20.0,0.7104,0.0646,2711.0,2014-01-07 19:48:04,G18
2014-01-08,,,,,,,,,0.0,15.0,4.999999999999929,False,,51.10000000000002,332.3,1.703333333333334,1.2000000000000002,0.04,8.1,5.7,2.3999999999999995,3.0,4.999999999999929,-4.999999999999929,True,30.0,19.899999999999977,326.0,0.4422222222222217,-1.1000000000000003,-0.0244444444444444,6.9,5.8,1.1000000000000003,4.0,-4.999999999999929,0.0,True,45.0,6.4875,-1.275,-3.5,-1.7099999999999995,0.2174999999999999,1.19,0.7969999999999999,357.25,6.3966136874651625,4.9,-0.5,-3.0,2.3,3.7,2.075,11.5,13.0,69.0,188.2,4.0,6.0,1.0,3.0,0.5229,0.0654,2716.0,2014-01-08 22:32:04,G14
2014-01-09,147.90000000000003,417.6,3.2866666666666675,4.1,0.0911111111111111,10.5,6.3,4.2,4.0,0.0,4.999999999999929,True,45.0,1.3999999999999773,419.0,0.0466666666666659,-1.0,-0.0333333333333333,10.5,9.3,1.1999999999999993,3.0,4.999999999999929,-4.999999999999929,True,30.0,35.5,454.5,0.7888888888888889,-1.0999999999999996,-0.0244444444444444,9.5,8.4,1.0999999999999996,4.0,-4.999999999999929,0.0,True,45.0,8.377777777777778,2.375,1.2,0.2700000000000001,-1.3575,-0.2,-0.683,420.5,18.119970566569176,13.8,4.5,3.0,2.5375,2.95,2.75,22.0,27.0,132.0,178.1,4.0,6.0,1.0,13.0,0.7904,0.0917,2538.0,2014-01-09 19:44:04,G18
